X,tok,RF_PoStag,tree_PoStag,tok_2,f.s,tok_3,oed_check,oed_FALSE,oed_TRUE,oed_tt,oed_NNS,punct,tok.to.edit,pdf.page
8912,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,21
8913,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
8914,aforegoing,FM,JJ,aforegoing,aforegoing,aforegoing,0,NA,aforegoing,NA,NA,NA,aforegoing,21
8915,v,N.Name.Nom.Sg.Neut,NN,v,NA,v,0,NA,v,NA,NA,NA,v,21
8916,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
8917,It,N.Reg.Nom.Sg.Masc,PP,It,NA,It,0,NA,It,NA,NA,NA,It,21
8918,follows,FM,VVZ,follows,follows,follows,0,NA,follows,NA,NA,NA,follows,21
8919,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
8920,Vowels,FM,NP,Vowels,NA,Vowels,0,NA,Vowels,NA,NA,NA,Vowels,21
8921,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,21
8922,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8923,e,FM,NP,e,NA,e,0,NA,e,NA,NA,NA,e,21
8924,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8925,o,FM,NN,o,NA,o,0,NA,o,NA,NA,NA,o,21
8926,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8927,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,21
8928,unites,FM,VVZ,unites,NA,unites,1,unites,NA,NA,NA,NA,.,21
8929,with,FM,IN,with,NA,with,0,NA,with,NA,NA,NA,with,21
8930,them,ADJA.Pos.Dat.Sg.Neut,PP,them,NA,them,0,NA,them,NA,NA,NA,them,21
8931,into,N.Name.*.*.*,IN,into,NA,into,0,NA,into,NA,NA,NA,into,21
8932,Dipthongs,N.Name.Dat.Sg.*,NP,Dipthongs,NA,Dipthongs,1,Dipthongs,NA,NA,NA,NA,Diphtong,21
8933,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8934,au,ITJ,FW,au,NA,au,0,NA,au,NA,NA,NA,au,21
8935,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8936,eu,FM,NP,eu,NA,eu,1,eu,NA,NA,NA,NA,.,21
8937,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8938,ow,FM,NN,ow,NA,ow,0,NA,ow,NA,NA,NA,ow,21
8939,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8940,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,21
8941,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,21
8942,theſe,N.Reg.Dat.Sg.Fem,JJ,these,NA,these,0,NA,these,NA,NA,NA,these,21
8943,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,21
8944,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8945,fato,FM,NP,fato,fato,fato,1,fato,NA,NA,NA,NA,.,21
8946,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8947,ſeau,FM,NP,seau,NA,seau,0,NA,seau,NA,NA,NA,seau,21
8948,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8949,ſow,FM,NN,sow,NA,sow,0,NA,sow,NA,NA,NA,sow,21
8950,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
8951,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,21
8952,alſo,FM,RB,also,NA,also,0,NA,also,NA,NA,NA,also,21
8953,precedes,FM,VVZ,precedes,NA,precedes,1,precedes,NA,NA,NA,NA,.,21
8954,all,FM,PDT,all,NA,all,0,NA,all,NA,NA,NA,all,21
8955,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
8956,Vowels,FM,NP,Vowels,NA,Vowels,0,NA,Vowels,NA,NA,NA,Vowels,21
8957,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8958,except,VFIN.Full.3.Sg.Pres.Ind,IN,except,NA,except,0,NA,except,NA,NA,NA,except,21
8959,u,ADV,NN,u,NA,u,0,NA,u,NA,NA,NA,u,21
8960,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8961,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,21
8962,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8963,was,PRO.Inter.Subst.-.Nom.Sg.Neut,VBD,was,NA,was,0,NA,was,NA,NA,NA,was,21
8964,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8965,we,PRO.Pers.Subst.1.Nom.Pl.*,PP,we,NA,we,0,NA,we,NA,NA,NA,we,21
8966,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8967,wine,FM,NN,wine,NA,wine,0,NA,wine,NA,NA,NA,wine,21
8968,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8969,women,FM,NNS,women,NA,women,0,NA,women,NA,NA,NA,women,21
8970,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
8971,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,21
8972,has,FM,VHZ,has,NA,has,0,NA,has,NA,NA,NA,has,21
8973,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,21
8974,Conſonant,FM,NN,Consonant,NA,Consonant,0,NA,Consonant,NA,NA,NA,Consonant,21
8975,after,FM,IN,after,after,after,0,NA,after,NA,NA,NA,after,21
8976,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,21
8977,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,21
8978,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
8979,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,21
8980,ſonor,FM,NN,sonor,NA,sonor,1,sonor,NA,NA,NA,NA,.,21
8981,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8982,which,ADJD.Pos,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,21
8983,proves,FM,VVZ,proves,NA,proves,1,proves,NA,NA,NA,NA,.,21
8984,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,21
8985,to,FM,TO,to,NA,to,0,NA,to,NA,NA,NA,to,21
8986,have,VFIN.Aux.1.Sg.Pres.Ind,VH,have,NA,have,0,NA,have,NA,NA,NA,have,21
8987,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
8988,Force,N.Name.Nom.Sg.Fem,NP,Force,NA,Force,0,NA,Force,NA,NA,NA,Force,21
8989,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,21
8990,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,21
8991,Vowel,FM,NN,Vowel,NA,Vowel,0,NA,Vowel,NA,NA,NA,Vowel,21
8992,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
8993,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,21
8994,follows,FM,VVZ,follows,follows,follows,0,NA,follows,NA,NA,NA,follows,21
8995,tb,SYM.Other.XY,NN,tb,NA,tb,0,NA,tb,NA,NA,NA,tb,21
8996,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
8997,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,21
8998,tbwart,VPP.Full.Psp,NN,tbwart,NA,tbwart,1,tbwart,NA,NA,NA,NA,.,21
8999,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9000,tbwack,FM,NN,tbwack,NA,tbwack,1,tbwack,NA,NA,NA,NA,.,21
9001,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9002,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,21
9003,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,21
9004,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
9005,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,21
9006,ſounds,FM,NNS,sounds,NA,sounds,0,NA,sounds,NA,NA,NA,sounds,21
9007,exactly,FM,RB,exactly,NA,exactly,0,NA,exactly,NA,NA,NA,exactly,21
9008,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,21
9009,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
9010,Latins,FM,NNS,Latins,NA,Latins,0,NA,Latins,NA,NA,NA,Latins,21
9011,do,FM,VVP,do,NA,do,0,NA,do,NA,NA,NA,do,21
9012,their,FM,PP$,their,NA,their,0,NA,their,NA,NA,NA,their,21
9013,u,CONJ.Coord.-,NN,u,NA,u,0,NA,u,NA,NA,NA,u,21
9014,in,FM,IN,in,NA,in,0,NA,in,NA,NA,NA,in,21
9015,quando,FM,NN,quando,NA,quando,1,quando,NA,NA,NA,NA,.,21
9016,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9017,lingua,FM,NN,lingua,NA,lingua,0,NA,lingua,NA,NA,NA,lingua,21
9018,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9019,fuado,FM,NN,fuado,fuado,fuado,1,fuado,NA,NA,NA,NA,su,21
9020,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9021,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,21
9022,ec,FM,NP,ec,NA,ec,0,NA,ec,NA,NA,NA,ec,21
9023,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
9024,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,21
9025,always,FM,RB,always,NA,always,0,NA,always,NA,NA,NA,always,21
9026,concludes,FM,VVZ,concludes,NA,concludes,1,concludes,NA,NA,NA,NA,.,21
9027,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,21
9028,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,21
9029,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9030,becauſe,FM,VVG,because,NA,because,0,NA,because,NA,NA,NA,because,21
9031,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
9032,Genius,N.Reg.Nom.Sg.Masc,NN,Genius,NA,Genius,0,NA,Genius,NA,NA,NA,Genius,21
9033,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,21
9034,our,FM,PP$,our,NA,our,0,NA,our,NA,NA,NA,our,21
9035,Language,FM,NP,Language,NA,Language,0,NA,Language,NA,NA,NA,Language,21
9036,utterly,FM,RB,utterly,NA,utterly,0,NA,utterly,NA,NA,NA,utterly,21
9037,rejects,FM,VVZ,rejects,NA,rejects,1,rejects,NA,NA,NA,NA,.,21
9038,a,FM,DT,a,NA,a,0,NA,a,NA,NA,NA,a,21
9039,bare,ADJA.Pos.Acc.Pl.Fem,JJ,bare,NA,bare,0,NA,bare,NA,NA,NA,bare,21
9040,or,FM,CC,or,NA,or,0,NA,or,NA,NA,NA,or,21
9041,naked,FM,JJ,naked,NA,naked,0,NA,naked,NA,NA,NA,naked,21
9042,u,CONJ.Coord.-,NN,u,NA,u,0,NA,u,NA,NA,NA,u,21
9043,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9044,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,21
9045,pan,ADJD.Pos,NN,pan,NA,pan,0,NA,pan,NA,NA,NA,pan,21
9046,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9047,neao,FM,NP,neao,NA,neao,1,neao,NA,NA,NA,NA,.,21
9048,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9049,ſow,FM,NN,sow,NA,sow,0,NA,sow,NA,NA,NA,sow,21
9050,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
9051,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,21
9052,comes,FM,VVZ,comes,NA,comes,0,NA,comes,NA,NA,NA,comes,21
9053,before,FM,IN,before,before,before,0,NA,before,NA,NA,NA,before,21
9054,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
9055,Letter,N.Reg.Nom.Sg.Masc,NP,Letter,NA,Letter,0,NA,Letter,NA,NA,NA,Letter,21
9056,5,CARD,CD,5,NA,5,0,NA,5,NA,NA,NA,5,21
9057,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9058,though,FM,IN,though,NA,though,0,NA,though,NA,NA,NA,though,21
9059,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,21
9060,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,21
9061,really,FM,RB,really,NA,really,0,NA,really,NA,NA,NA,really,21
9062,ſounded,FM,JJ,sounded,NA,sounded,0,NA,sounded,NA,NA,NA,sounded,21
9063,after,FM,IN,after,after,after,0,NA,after,NA,NA,NA,after,21
9064,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,21
9065,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9066,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,21
9067,ſo,FM,NN,so,NA,so,0,NA,so,NA,NA,NA,so,21
9068,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
9069,Saxont,FM,NP,Saxont,NA,Saxont,1,Saxont,NA,NA,NA,NA,.,21
9070,ufed,FM,VVD,ufed,ufed,ufed,1,ufed,NA,NA,ufed,NA,.,21
9071,it,FM,PP,it,NA,it,0,NA,it,NA,NA,NA,it,21
9072,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9073,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,21
9074,haen,VINF.Full.zu,NN,haen,NA,haen,1,haen,NA,NA,NA,NA,.,21
9075,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9076,bwere,VFIN.Full.3.Sg.Pres.Subj,NP,bwere,NA,bwere,1,bwere,NA,NA,NA,NA,.,21
9077,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9078,bwich,VFIN.Full.3.Sg.Past.Ind,NP,bwich,NA,bwich,1,bwich,NA,NA,NA,NA,.,21
9079,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9080,baat,FM,NN,baat,NA,baat,0,NA,baat,NA,NA,NA,baat,21
9081,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9082,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,21
9083,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,21
9084,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,21
9085,inſtead,FM,NN,instead,NA,instead,0,NA,instead,NA,NA,NA,instead,21
9086,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,21
9087,wben,VPP.Full.Psp,NP,wben,NA,wben,1,wben,NA,NA,NA,NA,.,21
9088,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9089,abere,FM,NN,abere,NA,abere,1,abere,NA,NA,NA,NA,.,21
9090,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9091,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,21
9092,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,21
9093,:,SYM.Pun.Colon,:,:,NA,:,0,NA,:,NA,NA,:,:,21
9094,for,FM,IN,for,for,for,0,NA,for,NA,NA,NA,for,21
9095,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
9096,old,FM,JJ,old,NA,old,0,NA,old,NA,NA,NA,old,21
9097,Saxen,N.Reg.Nom.Pl.Fem,NP,Saxen,NA,Saxen,1,Saxen,NA,NA,NA,NA,.,21
9098,Word,FM,NP,Word,NA,Word,0,NA,Word,NA,NA,NA,Word,21
9099,wbit,FM,NN,wbit,NA,wbit,1,wbit,NA,NA,NA,NA,.,21
9100,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9101,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,21
9102,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,21
9103,French,N.Name.Nom.Sg.Masc,JJ,French,NA,French,0,NA,French,NA,NA,NA,French,21
9104,buit,FM,NN,buit,NA,buit,1,buit,NA,NA,NA,NA,.,21
9105,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",21
9106,have,VFIN.Aux.1.Sg.Pres.Ind,VHP,have,NA,have,0,NA,have,NA,NA,NA,have,21
9107,exactlg,ADJD.Pos,NN,exactlg,NA,exactlg,1,exactlg,NA,NA,NA,NA,.,21
9108,22,CARD,CD,22,NA,22,0,NA,22,NA,NA,NA,22,22
9109,4,CARD,CD,4,NA,4,0,NA,4,NA,NA,NA,4,22
9110,Camplete,N.Reg.Nom.Pl.Neut,NP,Camplete,NA,Camplete,1,Camplete,NA,NA,NA,NA,.,22
9111,Enctisu,FM,NP,Enctisu,NA,Enctisu,1,Enctisu,NA,NA,NA,NA,.,22
9112,GkannAn,FM,NP,GkannAn,NA,GkannAn,1,GkannAn,NA,NA,NA,NA,nn,22
9113,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9114,exactly,FM,RB,exactly,NA,exactly,0,NA,exactly,NA,NA,NA,exactly,22
9115,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,22
9116,ſame,FM,JJ,same,NA,same,0,NA,same,NA,NA,NA,same,22
9117,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,22
9118,;,SYM.Pun.Sent,:,;,NA,;,0,NA,;,NA,NA,;,;,22
9119,but,CONJ.Coord.-,CC,but,NA,but,0,NA,but,NA,NA,NA,but,22
9120,Quſtom,FM,NP,Qustom,NA,Qustom,1,Qustom,NA,NA,NA,NA,.,22
9121,has,FM,VHZ,has,NA,has,0,NA,has,NA,NA,NA,has,22
9122,prevailed,FM,VVN,prevailed,NA,prevailed,1,prevailed,NA,NA,NA,NA,.,22
9123,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,22
9124,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,22
9125,prefent,FM,JJ,prefent,prefent,prefent,1,prefent,NA,NA,NA,NA,.,22
9126,Pronunciation,FM,NN,Pronunciation,NA,Pronunciation,0,NA,Pronunciation,NA,NA,NA,Pronunciation,22
9127,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9128,It,FM,PP,It,NA,It,0,NA,It,NA,NA,NA,It,22
9129,loſes,FM,VVZ,loses,NA,loses,1,loses,NA,NA,NA,NA,.,22
9130,its,FM,PP$,its,NA,its,0,NA,its,NA,NA,NA,its,22
9131,Sound,FM,NN,Sound,NA,Sound,0,NA,Sound,NA,NA,NA,Sound,22
9132,when,FM,WRB,when,NA,when,0,NA,when,NA,NA,NA,when,22
9133,wrote,FM,VVD,wrote,NA,wrote,0,NA,wrote,NA,NA,NA,wrote,22
9134,before,FM,IN,before,before,before,0,NA,before,NA,NA,NA,before,22
9135,an,APPR.An,DT,an,NA,an,0,NA,an,NA,NA,NA,an,22
9136,r,N.Name.Acc.Sg.Neut,NN,r,NA,r,0,NA,r,NA,NA,NA,r,22
9137,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9138,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,22
9139,wrong,ADJD.Pos,JJ,wrong,NA,wrong,0,NA,wrong,NA,NA,NA,wrong,22
9140,mrigbt,VPP.Full.Psp,NN,mrigbt,NA,mrigbt,1,mrigbt,NA,NA,NA,NA,.,22
9141,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9142,wreak,FM,VV,wreak,NA,wreak,0,NA,wreak,NA,NA,NA,wreak,22
9143,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9144,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,22
9145,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,22
9146,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9147,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,22
9148,alſo,FM,NN,also,NA,also,0,NA,also,NA,NA,NA,also,22
9149,after,FM,IN,after,after,after,0,NA,after,NA,NA,NA,after,22
9150,o,FM,NN,o,NA,o,0,NA,o,NA,NA,NA,o,22
9151,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9152,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,22
9153,loeu,ADJD.Pos,NN,loeu,NA,loeu,1,loeu,NA,NA,NA,NA,.,22
9154,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9155,ron,FM,NN,ron,NA,ron,0,NA,ron,NA,NA,NA,ron,22
9156,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9157,ſtow,FM,NP,stow,NA,stow,0,NA,stow,NA,NA,NA,stow,22
9158,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9159,Kc,FM,NP,Kc,NA,Kc,1,Kc,NA,NA,NA,NA,NA,22
9160,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9161,as,ADV,RB,as,NA,as,0,NA,as,NA,NA,NA,as,22
9162,may,FM,MD,may,NA,may,0,NA,may,NA,NA,NA,may,22
9163,be,FM,VB,be,NA,be,0,NA,be,NA,NA,NA,be,22
9164,ſeen,N.Reg.Nom.Pl.Fem,VVN,seen,NA,seen,0,NA,seen,NA,NA,NA,seen,22
9165,in,APPR.In,IN,in,NA,in,0,NA,in,NA,NA,NA,in,22
9166,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,22
9167,Liſt,FM,NP,List,NA,List,0,NA,List,NA,NA,NA,List,22
9168,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,22
9169,Wards,FM,NNS,Wards,NA,Wards,1,Wards,NA,NA,Wards,NA,.,22
9170,where,FM,WRB,where,NA,where,0,NA,where,NA,NA,NA,where,22
9171,au,N.Name.*.*.*,FW,au,NA,au,0,NA,au,NA,NA,NA,au,22
9172,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,22
9173,entirely,FM,RB,entirely,NA,entirely,0,NA,entirely,NA,NA,NA,entirely,22
9174,redundant,ADJD.Pos,JJ,redundant,NA,redundant,0,NA,redundant,NA,NA,NA,redundant,22
9175,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9176,X,SYM.Other.XY,SYM,X,NA,X,0,NA,X,NA,NA,NA,X,22
9177,At,FM,IN,At,NA,At,0,NA,At,NA,NA,NA,At,22
9178,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,22
9179,Beginning,FM,NN,Beginning,NA,Beginning,0,NA,Beginning,NA,NA,NA,Beginning,22
9180,of,FM,IN,of,of,of,0,NA,of,NA,NA,NA,of,22
9181,Words,FM,NNS,Words,NA,Words,0,NA,Words,NA,NA,NA,Words,22
9182,is,FM,VBZ,is,NA,is,0,NA,is,NA,NA,NA,is,22
9183,ſounded,FM,VVN,sounded,NA,sounded,0,NA,sounded,NA,NA,NA,sounded,22
9184,like,FM,IN,like,NA,like,0,NA,like,NA,NA,NA,like,22
9185,z,FM,NN,z,NA,z,0,NA,z,NA,NA,NA,z,22
9186,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9187,ar,FM,NN,ar,NA,ar,0,NA,ar,NA,NA,NA,ar,22
9188,enephon,FM,NN,enephon,NA,enephon,1,enephon,NA,NA,NA,NA,.,22
9189,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9190,Kefxes,FM,NP,Kefxes,Kefxes,Kefxes,1,Kefxes,NA,NA,NA,NA,.,22
9191,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9192,Nambius,FM,NP,Nambius,NA,Nambius,1,Nambius,NA,NA,NA,NA,iu,22
9193,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9194,Yantipater,FM,NP,Yantipater,NA,Yantipater,1,Yantipater,NA,NA,NA,NA,.,22
9195,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9196,&,FM,CC,&,NA,&,0,NA,&,NA,NA,NA,&,22
9197,c,FM,LS,c,NA,c,0,NA,c,NA,NA,NA,c,22
9198,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9199,and,FM,CC,and,NA,and,0,NA,and,NA,NA,NA,and,22
9200,at,FM,IN,at,NA,at,0,NA,at,NA,NA,NA,at,22
9201,the,FM,DT,the,NA,the,0,NA,the,NA,NA,NA,the,22
9202,End,N.Name.*.*.*,NN,End,NA,End,0,NA,End,NA,NA,NA,End,22
9203,like,FM,IN,like,NA,like,0,NA,like,NA,NA,NA,like,22
9204,.,SYM.Pun.Sent,SENT,.,NA,.,0,NA,.,NA,NA,.,.,22
9205,Lr,FM,NP,Lr,NA,Lr,1,Lr,NA,NA,NA,NA,.,22
9206,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9207,as,ADV,IN,as,NA,as,0,NA,as,NA,NA,NA,as,22
9208,hox,FM,NN,hox,NA,hox,0,NA,hox,NA,NA,NA,hox,22
9209,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9210,cox,FM,NN,cox,NA,cox,0,NA,cox,NA,NA,NA,cox,22
9211,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9212,fox,FM,NN,fox,fox,fox,0,NA,fox,NA,NA,NA,fox,22
9213,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9214,pox,FM,NN,pox,NA,pox,0,NA,pox,NA,NA,NA,pox,22
9215,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9216,für,APPR.Acc,FW,für,für,für,0,NA,für,NA,NA,NA,für,22
9217,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9218,vortex,ADJD.Pos,NN,vortex,NA,vortex,0,NA,vortex,NA,NA,NA,vortex,22
9219,",",SYM.Pun.Comma,",",",",NA,",",0,NA,",",NA,NA,",",",",22
9220,which,ADJD.Pos,WDT,which,NA,which,0,NA,which,NA,NA,NA,which,22
9221,would,ADJD.Pos,MD,would,NA,would,0,NA,would,NA,NA,NA,would,22
9222,ſound,FM,VV,sound,NA,sound,0,NA,sound,NA,NA,NA,sound,22
9223,exadtly,FM,RB,exadtly,NA,exadtly,1,exadtly,NA,NA,exadtly,NA,.,22
